Gene ID,Product Description,Gene Type
AARA014898,"39S ribosomal protein L38, mitochondrial [Source:Projected from Anopheles gambiae (AGAP000652) VB Community Annotation]",protein coding gene
AARA014901,unspecified product,protein coding gene
AARA014902,unspecified product,protein coding gene
AARA014903,unspecified product,protein coding gene
AARA014905,unspecified product,protein coding gene
AARA014906,unspecified product,protein coding gene
AARA014907,unspecified product,protein coding gene
AARA014909,unspecified product,protein coding gene
AARA014910,unspecified product,protein coding gene
AARA014911,unspecified product,protein coding gene
AARA014912,unspecified product,protein coding gene
AARA014913,unspecified product,protein coding gene
AARA014916,unspecified product,protein coding gene
AARA014917,unspecified product,protein coding gene
AARA014920,unspecified product,protein coding gene
AARA014922,unspecified product,protein coding gene
AARA014923,unspecified product,protein coding gene
AARA014930,unspecified product,protein coding gene
AARA014931,unspecified product,protein coding gene
AARA014932,unspecified product,protein coding gene
AARA014934,unspecified product,protein coding gene
AARA014935,unspecified product,protein coding gene
AARA014936,unspecified product,protein coding gene
AARA014937,unspecified product,protein coding gene
AARA014938,dehydrogenase/reductase SDR family member 11 precursor [Source:Projected from Anopheles gambiae (AGAP010311) VB Community Annotation],protein coding gene
AARA014939,unspecified product,protein coding gene
AARA014940,unspecified product,protein coding gene
AARA014941,unspecified product,protein coding gene
AARA014942,unspecified product,protein coding gene
AARA014943,unspecified product,protein coding gene
AARA014946,unspecified product,protein coding gene
AARA014949,unspecified product,protein coding gene
AARA014950,unspecified product,protein coding gene
AARA014952,unspecified product,protein coding gene
AARA014954,Tubulin beta chain [Source:Projected from Anopheles gambiae (AGAP008622) UniProtKB/TrEMBL;Acc:A0A1S4GYS5],protein coding gene
AARA014955,unspecified product,protein coding gene
AARA014957,unspecified product,protein coding gene
AARA014959,unspecified product,protein coding gene
AARA014961,unspecified product,protein coding gene
AARA014962,unspecified product,protein coding gene
AARA014965,unspecified product,protein coding gene
AARA014966,unspecified product,protein coding gene
AARA014972,unspecified product,protein coding gene
AARA014974,unspecified product,protein coding gene
AARA014975,unspecified product,protein coding gene
AARA014976,unspecified product,protein coding gene
AARA014977,serine/threonine-protein kinase Chk2 [Source:Projected from Anopheles gambiae (AGAP008341) VB Community Annotation],protein coding gene
AARA014978,unspecified product,protein coding gene
AARA014979,unspecified product,protein coding gene
AARA014980,unspecified product,protein coding gene
AARA014981,unspecified product,protein coding gene
AARA014982,unspecified product,protein coding gene
AARA014983,unspecified product,protein coding gene
AARA014984,unspecified product,protein coding gene
AARA014985,unspecified product,protein coding gene
AARA014986,unspecified product,protein coding gene
AARA014987,unspecified product,protein coding gene
AARA014988,unspecified product,protein coding gene
AARA014989,unspecified product,protein coding gene
AARA014990,unspecified product,protein coding gene
AARA014991,unspecified product,protein coding gene
AARA014995,unspecified product,protein coding gene
AARA014999,unspecified product,protein coding gene
AARA015000,unspecified product,protein coding gene
AARA015002,unspecified product,protein coding gene
AARA015003,unspecified product,protein coding gene
AARA015004,unspecified product,protein coding gene
AARA015006,unspecified product,protein coding gene
AARA015007,unspecified product,protein coding gene
AARA015009,unspecified product,protein coding gene
AARA015010,unspecified product,protein coding gene
AARA015011,unspecified product,protein coding gene
AARA015012,unspecified product,protein coding gene
AARA015013,unspecified product,protein coding gene
AARA015015,unspecified product,protein coding gene
AARA015018,unspecified product,protein coding gene
AARA015020,unspecified product,protein coding gene
AARA015021,unspecified product,protein coding gene
AARA015023,defense protein [Source:Projected from Anopheles gambiae (AGAP004599) VB Community Annotation],protein coding gene
AARA015024,unspecified product,protein coding gene
AARA015025,unspecified product,protein coding gene
AARA015026,unspecified product,protein coding gene
AARA015027,unspecified product,protein coding gene
AARA015033,unspecified product,protein coding gene
AARA015034,unspecified product,protein coding gene
AARA015035,unspecified product,protein coding gene
AARA015038,unspecified product,protein coding gene
AARA015041,unspecified product,protein coding gene
AARA015043,unspecified product,protein coding gene
AARA015045,unspecified product,protein coding gene
AARA015046,unspecified product,protein coding gene
AARA015047,unspecified product,protein coding gene
AARA015048,unspecified product,protein coding gene
AARA015057,unspecified product,protein coding gene
AARA015058,unspecified product,protein coding gene
AARA015059,unspecified product,protein coding gene
AARA015060,unspecified product,protein coding gene
AARA015061,unspecified product,protein coding gene
AARA015063,Small nucleolar RNA U3 [Source:RFAM;Acc:RF00012],ncRNA gene
AARA015064,unspecified product,ncRNA gene
AARA015065,unspecified product,ncRNA gene
AARA015066,unspecified product,ncRNA gene
AARA015067,unspecified product,ncRNA gene
AARA015068,unspecified product,ncRNA gene
AARA015070,U2 spliceosomal RNA [Source:RFAM;Acc:RF00004],ncRNA gene
AARA015074,mir-2 microRNA precursor [Source:RFAM;Acc:RF00047],ncRNA gene
AARA015076,unspecified product,ncRNA gene
AARA015077,unspecified product,ncRNA gene
AARA015078,unspecified product,ncRNA gene
AARA015079,unspecified product,ncRNA gene
AARA015081,unspecified product,ncRNA gene
AARA015083,unspecified product,ncRNA gene
AARA015084,unspecified product,ncRNA gene
AARA015086,unspecified product,ncRNA gene
AARA015087,microRNA mir-317 [Source:RFAM;Acc:RF00720],ncRNA gene
AARA015088,unspecified product,ncRNA gene
AARA015091,unspecified product,ncRNA gene
AARA015092,unspecified product,ncRNA gene
AARA015093,microRNA mir-33 [Source:RFAM;Acc:RF00667],ncRNA gene
AARA015095,unspecified product,ncRNA gene
AARA015097,unspecified product,ncRNA gene
AARA015098,unspecified product,ncRNA gene
AARA015101,unspecified product,ncRNA gene
AARA015102,unspecified product,ncRNA gene
AARA015103,unspecified product,ncRNA gene
AARA015104,unspecified product,ncRNA gene
AARA015106,microRNA mir-308 [Source:RFAM;Acc:RF00743],ncRNA gene
AARA015107,Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017],ncRNA gene
AARA015109,unspecified product,ncRNA gene
AARA015114,unspecified product,ncRNA gene
AARA015118,unspecified product,ncRNA gene
AARA015119,unspecified product,ncRNA gene
AARA015120,unspecified product,ncRNA gene
AARA015122,unspecified product,ncRNA gene
AARA015123,unspecified product,ncRNA gene
AARA015124,unspecified product,ncRNA gene
AARA015126,unspecified product,ncRNA gene
AARA015127,unspecified product,ncRNA gene
AARA015128,unspecified product,ncRNA gene
AARA015129,unspecified product,ncRNA gene
AARA015132,unspecified product,ncRNA gene
AARA015133,U1 spliceosomal RNA [Source:RFAM;Acc:RF00003],ncRNA gene
AARA015134,unspecified product,ncRNA gene
AARA015136,unspecified product,ncRNA gene
AARA015137,unspecified product,ncRNA gene
AARA015138,unspecified product,ncRNA gene
AARA015140,microRNA mir-210 [Source:RFAM;Acc:RF00679],ncRNA gene
AARA015141,unspecified product,ncRNA gene
AARA015145,unspecified product,ncRNA gene
AARA015149,unspecified product,ncRNA gene
AARA015150,Metazoan signal recognition particle RNA [Source:RFAM;Acc:RF00017],ncRNA gene
AARA015151,unspecified product,ncRNA gene
AARA015152,unspecified product,ncRNA gene
AARA015153,unspecified product,ncRNA gene
AARA015155,U2 spliceosomal RNA [Source:RFAM;Acc:RF00004],ncRNA gene
AARA015156,unspecified product,ncRNA gene
AARA015157,unspecified product,ncRNA gene
AARA015158,unspecified product,ncRNA gene
AARA015159,unspecified product,ncRNA gene
AARA015160,unspecified product,ncRNA gene
AARA015161,unspecified product,ncRNA gene
AARA015162,mir-10 microRNA precursor family [Source:RFAM;Acc:RF00104],ncRNA gene
AARA015163,microRNA mir-276 [Source:RFAM;Acc:RF00637],ncRNA gene
AARA015164,unspecified product,ncRNA gene
AARA015165,microRNA mir-67 [Source:RFAM;Acc:RF00844],ncRNA gene
AARA015167,unspecified product,ncRNA gene
AARA015168,unspecified product,ncRNA gene
AARA015170,unspecified product,ncRNA gene
AARA015171,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],ncRNA gene
AARA015173,unspecified product,ncRNA gene
AARA015174,unspecified product,ncRNA gene
AARA015178,microRNA mir-11 [Source:RFAM;Acc:RF00813],ncRNA gene
AARA015180,unspecified product,ncRNA gene
AARA015181,unspecified product,ncRNA gene
AARA015182,unspecified product,ncRNA gene
AARA015183,unspecified product,ncRNA gene
AARA015184,unspecified product,ncRNA gene
AARA015185,U2 spliceosomal RNA [Source:RFAM;Acc:RF00004],ncRNA gene
AARA015186,unspecified product,ncRNA gene
AARA015187,unspecified product,ncRNA gene
AARA015188,unspecified product,ncRNA gene
AARA015190,unspecified product,ncRNA gene
AARA015191,U2 spliceosomal RNA [Source:RFAM;Acc:RF00004],ncRNA gene
AARA015193,unspecified product,ncRNA gene
AARA015195,unspecified product,ncRNA gene
AARA015198,unspecified product,ncRNA gene
AARA015199,unspecified product,ncRNA gene
AARA015202,unspecified product,ncRNA gene
AARA015204,unspecified product,ncRNA gene
AARA015205,unspecified product,ncRNA gene
AARA015206,U5 spliceosomal RNA [Source:RFAM;Acc:RF00020],ncRNA gene
AARA015207,unspecified product,ncRNA gene
AARA015209,unspecified product,ncRNA gene
AARA015210,unspecified product,ncRNA gene
AARA015211,unspecified product,ncRNA gene
AARA015212,unspecified product,ncRNA gene
AARA015213,unspecified product,ncRNA gene
AARA015214,unspecified product,ncRNA gene
AARA015215,unspecified product,ncRNA gene
AARA015216,unspecified product,ncRNA gene
AARA015217,unspecified product,ncRNA gene
AARA015218,unspecified product,ncRNA gene
AARA015220,unspecified product,ncRNA gene
AARA015221,microRNA mir-71 [Source:RFAM;Acc:RF00832],ncRNA gene
AARA015222,U6atac minor spliceosomal RNA [Source:RFAM;Acc:RF00619],ncRNA gene
AARA015224,unspecified product,ncRNA gene
AARA015227,unspecified product,ncRNA gene
AARA015228,unspecified product,ncRNA gene
AARA015230,unspecified product,ncRNA gene
AARA015231,unspecified product,ncRNA gene
AARA015234,unspecified product,ncRNA gene
AARA015236,unspecified product,ncRNA gene
AARA015238,unspecified product,ncRNA gene
AARA015239,unspecified product,ncRNA gene
AARA015242,microRNA mir-275 [Source:RFAM;Acc:RF00757],ncRNA gene
AARA015243,unspecified product,ncRNA gene
AARA015246,unspecified product,ncRNA gene
AARA015247,microRNA mir-282 [Source:RFAM;Acc:RF00724],ncRNA gene
AARA015248,unspecified product,ncRNA gene
AARA015249,unspecified product,ncRNA gene
AARA015251,microRNA mir-305 [Source:RFAM;Acc:RF00732],ncRNA gene
AARA015252,unspecified product,ncRNA gene
AARA015254,mir-124 microRNA precursor family [Source:RFAM;Acc:RF00239],ncRNA gene
AARA015256,unspecified product,ncRNA gene
AARA015257,unspecified product,ncRNA gene
AARA015259,microRNA mir-286 [Source:RFAM;Acc:RF00789],ncRNA gene
AARA015260,mir-1 microRNA precursor family [Source:RFAM;Acc:RF00103],ncRNA gene
AARA015262,unspecified product,ncRNA gene
AARA015263,microRNA mir-981 [Source:RFAM;Acc:RF01926],ncRNA gene
AARA015264,unspecified product,ncRNA gene
AARA015266,unspecified product,ncRNA gene
AARA015268,unspecified product,ncRNA gene
AARA015270,unspecified product,ncRNA gene
AARA015271,unspecified product,ncRNA gene
AARA015272,unspecified product,ncRNA gene
AARA015275,mir-2 microRNA precursor [Source:RFAM;Acc:RF00047],ncRNA gene
AARA015276,unspecified product,ncRNA gene
AARA015277,unspecified product,ncRNA gene
AARA015278,unspecified product,ncRNA gene
AARA015280,unspecified product,ncRNA gene
AARA015281,unspecified product,ncRNA gene
AARA015282,unspecified product,ncRNA gene
AARA015283,unspecified product,ncRNA gene
AARA015284,unspecified product,ncRNA gene
AARA015286,unspecified product,ncRNA gene
AARA015289,unspecified product,ncRNA gene
AARA015290,unspecified product,ncRNA gene
AARA015291,microRNA mir-263 [Source:RFAM;Acc:RF00706],ncRNA gene
AARA015292,Arthropod 7SK RNA [Source:RFAM;Acc:RF01052],ncRNA gene
AARA015293,unspecified product,ncRNA gene
AARA015294,unspecified product,ncRNA gene
AARA015298,unspecified product,ncRNA gene
AARA015299,U5 spliceosomal RNA [Source:RFAM;Acc:RF00020],ncRNA gene
AARA015300,mir-219 microRNA precursor family [Source:RFAM;Acc:RF00251],ncRNA gene
AARA015302,unspecified product,ncRNA gene
AARA015304,mir-10 microRNA precursor family [Source:RFAM;Acc:RF00104],ncRNA gene
AARA015306,unspecified product,ncRNA gene
AARA015307,unspecified product,ncRNA gene
AARA015308,unspecified product,ncRNA gene
AARA015309,unspecified product,ncRNA gene
AARA015310,unspecified product,ncRNA gene
AARA015311,unspecified product,ncRNA gene
AARA015312,unspecified product,ncRNA gene
AARA015313,unspecified product,ncRNA gene
AARA015314,microRNA mir-252 [Source:RFAM;Acc:RF00838],ncRNA gene
AARA015315,unspecified product,ncRNA gene
AARA015317,unspecified product,ncRNA gene
AARA015319,unspecified product,ncRNA gene
AARA015320,unspecified product,ncRNA gene
AARA015321,unspecified product,ncRNA gene
AARA015323,unspecified product,ncRNA gene
AARA015324,U2 spliceosomal RNA [Source:RFAM;Acc:RF00004],ncRNA gene
AARA015325,unspecified product,ncRNA gene
AARA015326,microRNA mir-996 [Source:RFAM;Acc:RF00948],ncRNA gene
AARA015327,unspecified product,ncRNA gene
AARA015328,unspecified product,ncRNA gene
AARA015329,unspecified product,ncRNA gene
AARA015331,unspecified product,ncRNA gene
AARA015332,unspecified product,ncRNA gene
AARA015333,unspecified product,ncRNA gene
AARA015335,unspecified product,ncRNA gene
AARA015338,U1 spliceosomal RNA [Source:RFAM;Acc:RF00003],ncRNA gene
AARA015339,microRNA mir-263 [Source:RFAM;Acc:RF00706],ncRNA gene
AARA015340,unspecified product,ncRNA gene
AARA015341,unspecified product,ncRNA gene
AARA015342,unspecified product,ncRNA gene
AARA015343,unspecified product,ncRNA gene
AARA015344,unspecified product,ncRNA gene
AARA015345,unspecified product,ncRNA gene
AARA015346,unspecified product,ncRNA gene
AARA015347,unspecified product,ncRNA gene
AARA015348,unspecified product,ncRNA gene
AARA015350,unspecified product,ncRNA gene
AARA015351,unspecified product,ncRNA gene
AARA015353,unspecified product,ncRNA gene
AARA015354,unspecified product,ncRNA gene
AARA015356,unspecified product,ncRNA gene
AARA015357,unspecified product,ncRNA gene
AARA015361,unspecified product,ncRNA gene
AARA015362,unspecified product,ncRNA gene
AARA015363,unspecified product,ncRNA gene
AARA015364,unspecified product,ncRNA gene
AARA015365,unspecified product,ncRNA gene
AARA015368,unspecified product,ncRNA gene
AARA015369,unspecified product,ncRNA gene
AARA015370,unspecified product,ncRNA gene
AARA015372,microRNA mir-276 [Source:RFAM;Acc:RF00637],ncRNA gene
AARA015375,microRNA mir-14 [Source:RFAM;Acc:RF00752],ncRNA gene
AARA015376,unspecified product,ncRNA gene
AARA015377,unspecified product,ncRNA gene
AARA015378,unspecified product,ncRNA gene
AARA015384,unspecified product,ncRNA gene
AARA015387,unspecified product,ncRNA gene
AARA015388,unspecified product,ncRNA gene
AARA015389,unspecified product,ncRNA gene
AARA015392,unspecified product,ncRNA gene
AARA015393,unspecified product,ncRNA gene
AARA015395,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],ncRNA gene
AARA015396,unspecified product,ncRNA gene
AARA015397,unspecified product,ncRNA gene
AARA015398,unspecified product,ncRNA gene
AARA015399,unspecified product,ncRNA gene
AARA015400,microRNA mir-184 [Source:RFAM;Acc:RF00657],ncRNA gene
AARA015401,unspecified product,ncRNA gene
AARA015402,mir-8/mir-141/mir-200 microRNA precursor family [Source:RFAM;Acc:RF00241],ncRNA gene
AARA015403,unspecified product,ncRNA gene
AARA015405,unspecified product,ncRNA gene
AARA015407,unspecified product,ncRNA gene
AARA015408,unspecified product,ncRNA gene
AARA015409,unspecified product,ncRNA gene
AARA015410,unspecified product,ncRNA gene
AARA015411,unspecified product,ncRNA gene
AARA015413,unspecified product,ncRNA gene
AARA015415,unspecified product,ncRNA gene
AARA015416,Nuclear RNase P [Source:RFAM;Acc:RF00009],ncRNA gene
AARA015418,U6atac minor spliceosomal RNA [Source:RFAM;Acc:RF00619],ncRNA gene
AARA015419,unspecified product,ncRNA gene
AARA015420,unspecified product,ncRNA gene
AARA015421,unspecified product,ncRNA gene
AARA015422,microRNA bantam [Source:RFAM;Acc:RF00727],ncRNA gene
AARA015423,unspecified product,ncRNA gene
AARA015424,unspecified product,ncRNA gene
AARA015427,unspecified product,ncRNA gene
AARA015428,microRNA mir-286 [Source:RFAM;Acc:RF00789],ncRNA gene
AARA015429,unspecified product,ncRNA gene
AARA015430,unspecified product,ncRNA gene
AARA015432,unspecified product,ncRNA gene
AARA015433,unspecified product,ncRNA gene
AARA015434,unspecified product,ncRNA gene
AARA015435,unspecified product,ncRNA gene
AARA015436,unspecified product,ncRNA gene
AARA015437,unspecified product,ncRNA gene
AARA015438,unspecified product,ncRNA gene
AARA015440,unspecified product,ncRNA gene
AARA015442,U12 minor spliceosomal RNA [Source:RFAM;Acc:RF00007],ncRNA gene
AARA015443,microRNA mir-190 [Source:RFAM;Acc:RF00672],ncRNA gene
AARA015446,lin-4 microRNA precursor [Source:RFAM;Acc:RF00052],ncRNA gene
AARA015447,mir-7 microRNA precursor [Source:RFAM;Acc:RF00053],ncRNA gene
AARA015448,unspecified product,ncRNA gene
AARA015449,U6 spliceosomal RNA [Source:RFAM;Acc:RF00026],ncRNA gene
AARA015450,unspecified product,ncRNA gene
AARA015452,unspecified product,ncRNA gene
AARA015455,unspecified product,ncRNA gene
AARA015456,unspecified product,ncRNA gene
AARA015457,unspecified product,ncRNA gene
AARA015458,U1 spliceosomal RNA [Source:RFAM;Acc:RF00003],ncRNA gene
AARA015460,unspecified product,ncRNA gene
AARA015462,unspecified product,ncRNA gene
AARA015463,unspecified product,ncRNA gene
AARA015464,unspecified product,ncRNA gene
AARA015467,unspecified product,ncRNA gene
AARA015468,unspecified product,ncRNA gene
AARA015470,unspecified product,ncRNA gene
AARA015471,unspecified product,ncRNA gene
AARA015473,mir-2 microRNA precursor [Source:RFAM;Acc:RF00047],ncRNA gene
AARA015474,unspecified product,ncRNA gene
AARA015475,unspecified product,ncRNA gene
AARA015476,microRNA mir-277 [Source:RFAM;Acc:RF00730],ncRNA gene
AARA015477,unspecified product,ncRNA gene
AARA015478,unspecified product,ncRNA gene
AARA015480,U11 spliceosomal RNA [Source:RFAM;Acc:RF00548],ncRNA gene
AARA015483,microRNA mir-283 [Source:RFAM;Acc:RF00747],ncRNA gene
AARA015484,unspecified product,ncRNA gene
AARA015485,microRNA mir-137 [Source:RFAM;Acc:RF00694],ncRNA gene
AARA015486,unspecified product,ncRNA gene
AARA015487,unspecified product,ncRNA gene
AARA015488,unspecified product,ncRNA gene
AARA015489,unspecified product,ncRNA gene
AARA015490,unspecified product,ncRNA gene
AARA015494,unspecified product,ncRNA gene
AARA015496,microRNA mir-927 [Source:RFAM;Acc:RF00950],ncRNA gene
AARA015497,unspecified product,ncRNA gene
AARA015498,unspecified product,ncRNA gene
AARA015500,unspecified product,ncRNA gene
AARA015502,unspecified product,ncRNA gene
AARA015510,unspecified product,ncRNA gene
AARA015511,unspecified product,ncRNA gene
AARA015512,unspecified product,ncRNA gene
AARA015513,unspecified product,ncRNA gene
AARA015518,unspecified product,ncRNA gene
AARA015519,unspecified product,ncRNA gene
AARA015520,unspecified product,ncRNA gene
AARA015521,microRNA mir-988 [Source:RFAM;Acc:RF01916],ncRNA gene
AARA015522,unspecified product,ncRNA gene
AARA015523,unspecified product,ncRNA gene
AARA015526,unspecified product,ncRNA gene
AARA015528,unspecified product,ncRNA gene
AARA015529,unspecified product,ncRNA gene
AARA015530,unspecified product,ncRNA gene
AARA015531,unspecified product,ncRNA gene
AARA015532,Small nucleolar RNA U3 [Source:RFAM;Acc:RF00012],ncRNA gene
AARA015533,unspecified product,ncRNA gene
AARA015534,unspecified product,ncRNA gene
AARA015537,unspecified product,ncRNA gene
AARA015540,unspecified product,ncRNA gene
AARA015541,unspecified product,ncRNA gene
AARA015544,microRNA mir-iab-4 [Source:RFAM;Acc:RF00725],ncRNA gene
AARA015545,unspecified product,ncRNA gene
AARA015546,unspecified product,ncRNA gene
AARA015547,microRNA mir-315 [Source:RFAM;Acc:RF00717],ncRNA gene
AARA015548,U4 spliceosomal RNA [Source:RFAM;Acc:RF00015],ncRNA gene
AARA015549,U1 spliceosomal RNA [Source:RFAM;Acc:RF00003],ncRNA gene
AARA015550,unspecified product,ncRNA gene
AARA015551,U1 spliceosomal RNA [Source:RFAM;Acc:RF00003],ncRNA gene
AARA015553,mir-9/mir-79 microRNA precursor family [Source:RFAM;Acc:RF00237],ncRNA gene
AARA015554,unspecified product,ncRNA gene
AARA015555,unspecified product,ncRNA gene
AARA015556,unspecified product,ncRNA gene
AARA015557,microRNA mir-932 [Source:RFAM;Acc:RF01914],ncRNA gene
AARA015558,unspecified product,ncRNA gene
AARA015559,unspecified product,ncRNA gene
AARA015562,unspecified product,ncRNA gene
AARA015566,unspecified product,ncRNA gene
AARA015567,unspecified product,ncRNA gene
AARA015570,unspecified product,ncRNA gene
AARA015573,unspecified product,ncRNA gene
AARA015574,unspecified product,ncRNA gene
AARA015577,unspecified product,ncRNA gene
AARA015579,unspecified product,ncRNA gene
AARA015580,unspecified product,ncRNA gene
AARA015581,unspecified product,ncRNA gene
AARA015583,unspecified product,protein coding gene
AARA015584,unspecified product,protein coding gene
AARA015585,Gustatory receptor [Source:UniProtKB/TrEMBL;Acc:A0A182IHZ6],protein coding gene
AARA015586,cytochrome P450,protein coding gene
AARA015587,Gustatory receptor [Source:UniProtKB/TrEMBL;Acc:A0A182IHZ8],protein coding gene
AARA015588,unspecified product,protein coding gene
AARA015589,unspecified product,protein coding gene
AARA015590,unspecified product,protein coding gene
AARA015591,"fumarate hydratase, class II [Source:Projected from Anopheles gambiae (AGAP001884) VB Community Annotation]",protein coding gene
AARA015592,unspecified product,protein coding gene
AARA015593,CTP synthase [Source:UniProtKB/TrEMBL;Acc:A0A182II04],protein coding gene
AARA015594,unspecified product,protein coding gene
AARA015595,unspecified product,protein coding gene
AARA015596,G protein-coupled receptor kinase [Source:Projected from Anopheles gambiae (AGAP004117) UniProtKB/TrEMBL;Acc:A0A1S4GK59],protein coding gene
AARA015597,Aquaporin [Source:Projected from Anopheles gambiae (AGAP008767) UniProtKB/TrEMBL;Acc:A0A1S4GZY8],protein coding gene
AARA015598,unspecified product,protein coding gene
AARA015599,Piopio protein [Source:Projected from Anopheles gambiae (AGAP007051) VB Community Annotation],protein coding gene
AARA015600,unspecified product,protein coding gene
AARA015602,Aryl hydrocarbon receptor nuclear translocator [Source:Projected from Anopheles gambiae (AGAP028645) UniProtKB/TrEMBL;Acc:A0A1S4HF85],protein coding gene
AARA015603,unspecified product,protein coding gene
AARA015604,ecdysone receptor,protein coding gene
AARA015605,unspecified product,protein coding gene
AARA015606,unspecified product,protein coding gene
AARA015607,cytochrome P450,protein coding gene
AARA015608,phosphatidylinositol 4-kinase type [Source:Projected from Anopheles gambiae (AGAP003121) VB Community Annotation],protein coding gene
AARA015609,unspecified product,protein coding gene
AARA015610,unspecified product,protein coding gene
AARA015611,ubiquitin carboxyl-terminal hydrolase [Source:Projected from Anopheles gambiae (AGAP002900) VB Community Annotation],protein coding gene
AARA015612,unspecified product,protein coding gene
AARA015613,unspecified product,protein coding gene
AARA015614,cuticular protein RR-2 family 9,protein coding gene
AARA015615,unspecified product,protein coding gene
AARA015616,ribosome assembly protein [Source:Projected from Anopheles gambiae (AGAP003001) VB Community Annotation],protein coding gene
AARA015617,Putative rRNA methyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A182II28],protein coding gene
AARA015618,Tyrosine--tRNA ligase [Source:UniProtKB/TrEMBL;Acc:A0A182II29],protein coding gene
AARA015619,cytochrome P450,protein coding gene
AARA015620,cytochrome P450,protein coding gene
AARA015621,cytochrome P450,protein coding gene
AARA015622,"28S ribosomal protein S23, mitochondrial [Source:Projected from Anopheles gambiae (AGAP002893) VB Community Annotation]",protein coding gene
AARA015623,heterogeneous nuclear ribonucleoprotein F/H [Source:Projected from Anopheles gambiae (AGAP002892) VB Community Annotation],protein coding gene
AARA015624,Gustatory receptor [Source:UniProtKB/TrEMBL;Acc:A0A182II35],protein coding gene
AARA015625,Gustatory receptor [Source:UniProtKB/TrEMBL;Acc:A0A182II36],protein coding gene
AARA015626,Gustatory receptor [Source:UniProtKB/TrEMBL;Acc:A0A182II37],protein coding gene
AARA015627,Gustatory receptor [Source:UniProtKB/TrEMBL;Acc:A0A182II38],protein coding gene
AARA015628,unspecified product,protein coding gene
AARA015629,F-type H+-transporting ATPase subunit e [Source:Projected from Anopheles gambiae (AGAP006879) VB Community Annotation],protein coding gene
AARA015630,unspecified product,protein coding gene
AARA015631,leucine rich immune protein (TM),protein coding gene
AARA015632,unspecified product,protein coding gene
AARA015633,cytochrome P450,protein coding gene
AARA015634,cytochrome P450,protein coding gene
AARA015635,cytochrome P450,protein coding gene
AARA015636,Gustatory receptor [Source:UniProtKB/TrEMBL;Acc:A0A182II47],protein coding gene
AARA015637,Gustatory receptor [Source:UniProtKB/TrEMBL;Acc:A0A182II48],protein coding gene
AARA015638,Gustatory receptor [Source:UniProtKB/TrEMBL;Acc:A0A182II49],protein coding gene
AARA015639,aldehyde oxidase [Source:Projected from Anopheles gambiae (AGAP006225) VB Community Annotation],protein coding gene
AARA015640,unspecified product,protein coding gene
AARA015641,aldehyde oxidase [Source:Projected from Anopheles gambiae (AGAP006224) VB Community Annotation],protein coding gene
AARA015642,cytochrome P450,protein coding gene
AARA015643,cytochrome P450,protein coding gene
AARA015644,cytochrome P450,protein coding gene
AARA015646,cytochrome P450,protein coding gene
AARA015647,cytochrome P450,protein coding gene
AARA015648,glutathione S-transferase epsilon class 4,protein coding gene
AARA015649,glutathione S-transferase epsilon class 5,protein coding gene
AARA015650,unspecified product,protein coding gene
AARA015651,Gustatory receptor [Source:UniProtKB/TrEMBL;Acc:A0A182II64],protein coding gene
AARA015652,prophenoloxidase 2,protein coding gene
AARA015653,unspecified product,protein coding gene
AARA015654,Putative hydroxypyruvate isomerase [Source:UniProtKB/TrEMBL;Acc:A0A182II67],protein coding gene
AARA015655,Gustatory receptor [Source:UniProtKB/TrEMBL;Acc:A0A182II68],protein coding gene
AARA015656,cytochrome P450,protein coding gene
AARA015657,cytochrome P450,protein coding gene
AARA015658,cytochrome P450,protein coding gene
AARA015659,cytochrome P450,protein coding gene
AARA015660,cytochrome P450,protein coding gene
AARA015661,cytochrome P450,protein coding gene
AARA015662,cytochrome P450,protein coding gene
AARA015663,unspecified product,protein coding gene
AARA015664,14.5 kDa salivary peptide [Source:Projected from Anopheles gambiae (AGAP001174) VB Community Annotation],protein coding gene
AARA015665,glutathione S-transferase,protein coding gene
AARA015666,glutathione S-transferase,protein coding gene
AARA015667,Gustatory receptor [Source:UniProtKB/TrEMBL;Acc:A0A182II80],protein coding gene
AARA015668,Gustatory receptor [Source:UniProtKB/TrEMBL;Acc:A0A182II81],protein coding gene
AARA015669,cytochrome P450,protein coding gene
AARA015670,cytochrome P450,protein coding gene
AARA015671,Survival of motor neuron-related-splicing factor [Source:Projected from Anopheles gambiae (AGAP006247) VB Community Annotation],protein coding gene
AARA015672,mediator of RNA polymerase II transcription subunit 10,protein coding gene
AARA015673,unspecified product,protein coding gene
AARA015675,cytochrome P450,protein coding gene
AARA015676,cytochrome P450,protein coding gene
AARA015677,unspecified product,protein coding gene
AARA015678,unspecified product,protein coding gene
AARA015679,CEC2 protein [Source:UniProtKB/TrEMBL;Acc:B2FVD0],protein coding gene
AARA015680,CEC-A [Source:UniProtKB/TrEMBL;Acc:A7XAU1],protein coding gene
AARA015681,glutathione S-transferase microsomal class 2,protein coding gene
AARA015682,glutathione S-transferase microsomal class 1,protein coding gene
AARA015683,unspecified product,protein coding gene
AARA015684,unspecified product,protein coding gene
AARA015685,unspecified product,protein coding gene
AARA015686,glucosyl/glucuronosyl transferases [Source:Projected from Anopheles gambiae (AGAP005750) VB Community Annotation],protein coding gene
